EarTag,LabID,Experiment Started,Group/Cage,O2 Calibration Date,CO2 Calibration Date,Subject Mass [g],Reference Settle Time [s],Reference Measure Time [s],Cage Settle Time [s],Cage Measure Time [s],Reference Method,Heat Calculation Method,INTERVAL [#],CHAN,DATE.TIME,VO2 [ml/kg/hr],O2IN [%],O2OUT [%],DO2,ACCO2 [l],VCO2 [ml/kg/hr],CO2IN [%],CO2OUT [%],DCO2,ACCCO2 [l],RER,HEAT [kcal/hr],FLOW [lpm],STATUS1,FEED1 [g],FEED1.ACC [g],DRINK1 [ml],DRINK1.ACC [ml],XTOT [counts],XAMB [counts],ZTOT [counts]
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,10,105,01.09.2010 20:46:52 ,2505,20.89,20.56,0.33,0.5,2312,0.04,0.349,0.308,0.5,0.923,0.4,0.4,DYNAMIC,0.22,0.81,0.1,0.16,2374,1162,1022
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,11,105,01.09.2010 21:26:52 ,3345,20.89,20.44,0.45,0.6,3304,0.04,0.481,0.441,0.5,0.988,0.5,0.4,STABLE,0.42,1.23,0.22,0.38,2310,1064,690
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,12,105,01.09.2010 22:06:52 ,3081,20.89,20.48,0.41,0.7,3109,0.04,0.455,0.415,0.6,1.009,0.5,0.4,STABLE,0.06,1.29,0,0.38,759,372,155
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,13,105,01.09.2010 22:46:52 ,2447,20.89,20.56,0.32,0.7,2379,0.04,0.358,0.317,0.7,0.972,0.4,0.4,STABLE,0.17,1.46,0.12,0.5,643,286,156
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,14,105,01.09.2010 23:26:52 ,3251,20.89,20.45,0.43,0.8,3297,0.04,0.48,0.44,0.7,1.014,0.5,0.4,DYNAMIC,0.1,1.56,0.08,0.58,1919,805,337
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,15,105,02.09.2010 00:06:52 ,3153,20.89,20.47,0.42,0.9,3089,0.04,0.452,0.412,0.8,0.979,0.5,0.4,STABLE,0.13,1.69,0.2,0.78,3333,1577,944
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,16,105,02.09.2010 00:46:52 ,3232,20.89,20.46,0.43,0.9,3142,0.041,0.46,0.419,0.9,0.972,0.5,0.4,STABLE,0.32,2.01,0.3,1.08,2834,1276,584
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,17,105,02.09.2010 01:26:52 ,2236,20.89,20.6,0.29,1,1996,0.041,0.307,0.266,0.9,0.893,0.4,0.4,STABLE,0,2.01,0.02,1.1,512,156,2
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,18,105,02.09.2010 02:06:52 ,3442,20.89,20.44,0.45,1,3226,0.041,0.471,0.43,1,0.937,0.5,0.4,STABLE,0.16,2.17,0,1.1,1349,518,130
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,19,105,02.09.2010 02:46:52 ,2260,20.89,20.59,0.3,1.1,2044,0.041,0.314,0.273,1,0.904,0.4,0.4,STABLE,0.01,2.18,0.08,1.18,290,100,57
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,20,105,02.09.2010 03:26:52 ,3235,20.89,20.47,0.42,1.2,2943,0.041,0.433,0.393,1.1,0.91,0.5,0.4,DYNAMIC,0,2.18,0,1.18,419,115,25
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,21,105,02.09.2010 04:06:52 ,2086,20.89,20.61,0.28,1.2,1992,0.041,0.307,0.266,1.1,0.955,0.3,0.4,STABLE,0.26,2.44,0.28,1.46,2047,839,220
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,22,105,02.09.2010 04:46:52 ,2364,20.89,20.58,0.31,1.3,2055,0.041,0.316,0.274,1.2,0.869,0.4,0.4,STABLE,0,2.44,0,1.46,5,2,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,23,105,02.09.2010 05:26:52 ,2300,20.89,20.59,0.3,1.3,2002,0.042,0.309,0.267,1.2,0.87,0.4,0.4,STABLE,0,2.44,0,1.46,440,153,1
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,24,105,02.09.2010 06:06:52 ,3435,20.89,20.44,0.45,1.4,3162,0.042,0.464,0.422,1.3,0.921,0.5,0.4,DYNAMIC,0.21,2.65,0.08,1.54,2240,1003,189
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,25,105,02.09.2010 06:46:52 ,3459,20.89,20.43,0.46,1.5,3286,0.043,0.481,0.438,1.3,0.95,0.6,0.4,STABLE,0.37,3.02,0.36,1.9,2697,1244,619
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,26,105,02.09.2010 07:26:52 ,2167,20.89,20.6,0.28,1.5,2001,0.043,0.31,0.267,1.4,0.924,0.3,0.4,STABLE,0,3.02,0.1,2,1247,604,158
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,27,105,02.09.2010 08:06:52 ,2093,20.89,20.62,0.27,1.6,1881,0.043,0.294,0.251,1.4,0.899,0.3,0.4,STABLE,0,3.02,0,2,43,3,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,28,105,02.09.2010 08:46:52 ,3064,20.89,20.49,0.4,1.6,2705,0.042,0.403,0.361,1.5,0.883,0.5,0.4,STABLE,0.14,3.16,0,2,1037,341,70
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,29,105,02.09.2010 09:26:52 ,2057,20.89,20.62,0.27,1.7,1882,0.041,0.292,0.251,1.5,0.915,0.3,0.4,STABLE,0.04,3.2,0.02,2.02,808,410,96
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,30,105,02.09.2010 10:06:52 ,2014,20.89,20.63,0.26,1.7,1795,0.04,0.28,0.24,1.6,0.891,0.3,0.4,STABLE,0,3.2,0,2.02,65,23,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,31,105,02.09.2010 10:46:52 ,2664,20.89,20.54,0.35,1.8,2339,0.04,0.352,0.312,1.6,0.878,0.4,0.4,STABLE,0,3.2,0,2.02,151,33,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,32,105,02.09.2010 11:26:52 ,2161,20.89,20.61,0.28,1.8,1980,0.04,0.304,0.264,1.7,0.917,0.3,0.4,STABLE,0.09,3.29,0.04,2.06,1786,870,157
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,33,105,02.09.2010 12:06:52 ,2127,20.89,20.61,0.28,1.9,1821,0.04,0.283,0.243,1.7,0.856,0.3,0.4,STABLE,0,3.29,0.02,2.08,76,32,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,34,105,02.09.2010 12:46:52 ,2229,20.89,20.6,0.29,1.9,1857,0.04,0.288,0.248,1.7,0.833,0.3,0.4,STABLE,0,3.29,0,2.08,58,19,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,35,105,02.09.2010 13:26:52 ,2057,20.89,20.63,0.26,2,1664,0.04,0.262,0.222,1.8,0.809,0.3,0.4,STABLE,0,3.29,0,2.08,781,236,6
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,36,105,02.09.2010 14:06:52 ,2093,20.89,20.62,0.27,2,1751,0.04,0.274,0.234,1.8,0.836,0.3,0.4,STABLE,0,3.29,0,2.08,97,36,0
RHO-2869,10-2L,01.09.2010 14:32:37,105,19.09.2019 09:12:57,19.09.2019 09:12:57,31.97,90,30,90,30,EVRYNN=4,STD_0,37,105,02.09.2010 14:46:52 ,3024,20.89,20.5,0.39,2,2563,0.04,0.383,0.342,1.9,0.848,0.5,0.4,STABLE,0.15,3.44,0,2.08,1383,496,62
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,1,106,01.09.2010 14:48:52 ,3161,20.89,20.48,0.41,0,2709,0.04,0.401,0.361,0,0.857,0.5,0.4,STABLE,0.14,0.14,0,0,1507,832,698
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,2,106,01.09.2010 15:28:52 ,2627,20.89,20.55,0.34,0.1,2228,0.04,0.336,0.296,0.1,0.848,0.4,0.4,STABLE,0,0.14,0,0,1813,653,493
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,3,106,01.09.2010 16:08:52 ,1897,20.89,20.64,0.25,0.1,1845,0.039,0.285,0.245,0.1,0.973,0.3,0.4,STABLE,0.19,0.33,0,0,378,134,22
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,4,106,01.09.2010 16:48:52 ,1773,20.89,20.66,0.23,0.1,1574,0.039,0.249,0.209,0.1,0.888,0.3,0.4,STABLE,0,0.33,0,0,109,36,8
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,5,106,01.09.2010 17:28:52 ,2537,20.89,20.55,0.34,0.2,2493,0.039,0.371,0.332,0.2,0.983,0.4,0.4,STABLE,0.2,0.53,0,0,2258,760,515
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,6,106,01.09.2010 18:08:52 ,1948,20.89,20.64,0.25,0.2,1664,0.039,0.261,0.221,0.2,0.855,0.3,0.4,STABLE,0,0.53,0,0,280,66,20
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,7,106,01.09.2010 18:48:52 ,2803,20.89,20.52,0.37,0.3,2546,0.039,0.378,0.339,0.3,0.908,0.4,0.4,STABLE,0.21,0.74,0,0,744,202,34
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,8,106,01.09.2010 19:28:52 ,2736,20.89,20.53,0.36,0.4,2523,0.04,0.375,0.336,0.3,0.922,0.4,0.4,STABLE,0,0.74,0,0,756,149,13
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,9,106,01.09.2010 20:08:52 ,2981,20.89,20.5,0.39,0.4,2754,0.04,0.406,0.366,0.4,0.924,0.5,0.4,STABLE,0.17,0.91,0,0,3906,2174,2796
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,10,106,01.09.2010 20:48:52 ,3035,20.89,20.49,0.4,0.5,2722,0.04,0.402,0.362,0.4,0.897,0.5,0.4,STABLE,0.06,0.97,0,0,4242,2520,3497
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,11,106,01.09.2010 21:28:52 ,3101,20.89,20.49,0.4,0.5,2660,0.04,0.394,0.354,0.5,0.858,0.5,0.4,STABLE,0.17,1.14,0.02,0.02,3700,1966,2559
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,12,106,01.09.2010 22:08:52 ,2990,20.89,20.5,0.39,0.6,2833,0.04,0.417,0.377,0.5,0.947,0.5,0.4,STABLE,0.18,1.32,0.2,0.22,3268,1694,1797
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,13,106,01.09.2010 22:48:52 ,2799,20.89,20.52,0.37,0.7,2694,0.04,0.399,0.358,0.6,0.962,0.4,0.4,STABLE,0.2,1.52,0.2,0.42,3005,1518,1368
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,14,106,01.09.2010 23:28:52 ,2070,20.89,20.62,0.27,0.7,1905,0.04,0.294,0.253,0.7,0.92,0.3,0.4,STABLE,0.06,1.58,0.08,0.5,1285,577,284
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,15,106,02.09.2010 00:08:52 ,3170,20.89,20.47,0.41,0.8,2907,0.04,0.427,0.387,0.7,0.917,0.5,0.4,DYNAMIC,0.06,1.64,0,0.5,855,318,215
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,16,106,02.09.2010 00:48:52 ,2622,20.89,20.55,0.34,0.8,2383,0.041,0.358,0.317,0.8,0.909,0.4,0.4,STABLE,0.13,1.77,0.08,0.58,871,326,67
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,17,106,02.09.2010 01:28:52 ,2137,20.89,20.61,0.28,0.9,1980,0.041,0.304,0.263,0.8,0.926,0.3,0.4,STABLE,0.15,1.92,0.04,0.62,1146,464,156
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,18,106,02.09.2010 02:08:52 ,2040,20.89,20.62,0.26,0.9,1778,0.041,0.277,0.237,0.8,0.872,0.3,0.4,STABLE,0,1.92,0,0.62,268,112,28
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,19,106,02.09.2010 02:48:52 ,1979,20.89,20.63,0.25,1,1676,0.041,0.264,0.223,0.9,0.847,0.3,0.4,STABLE,0,1.92,0,0.62,194,28,0
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,20,106,02.09.2010 03:28:52 ,1881,20.89,20.65,0.24,1,1543,0.041,0.246,0.205,0.9,0.821,0.3,0.4,STABLE,0,1.92,0,0.62,121,27,0
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,21,106,02.09.2010 04:08:52 ,2248,20.89,20.6,0.29,1.1,1839,0.041,0.286,0.245,1,0.818,0.3,0.4,STABLE,0.02,1.94,0,0.62,325,107,4
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,22,106,02.09.2010 04:48:52 ,2133,20.89,20.61,0.28,1.1,1868,0.041,0.29,0.248,1,0.875,0.3,0.4,DYNAMIC,0.16,2.1,0.06,0.68,567,134,15
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,23,106,02.09.2010 05:28:52 ,1824,20.89,20.65,0.24,1.1,1555,0.042,0.249,0.207,1,0.852,0.3,0.4,STABLE,0,2.1,0,0.68,413,151,68
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,24,106,02.09.2010 06:08:52 ,2529,20.89,20.57,0.32,1.2,2051,0.042,0.315,0.273,1.1,0.811,0.4,0.4,STABLE,0,2.1,0,0.68,259,66,15
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,25,106,02.09.2010 06:48:52 ,2021,20.89,20.63,0.26,1.2,1660,0.043,0.264,0.221,1.1,0.821,0.3,0.4,STABLE,0.01,2.11,0,0.68,876,316,177
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,26,106,02.09.2010 07:28:52 ,1772,20.89,20.66,0.23,1.3,1502,0.043,0.243,0.2,1.1,0.848,0.3,0.4,STABLE,0.06,2.17,0.06,0.74,587,193,8
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,27,106,02.09.2010 08:08:52 ,1623,20.89,20.68,0.21,1.3,1340,0.043,0.221,0.178,1.2,0.826,0.3,0.4,STABLE,0,2.17,0,0.74,152,3,0
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,28,106,02.09.2010 08:48:52 ,1803,20.89,20.66,0.23,1.4,1398,0.042,0.228,0.186,1.2,0.775,0.3,0.4,STABLE,0,2.17,0,0.74,145,8,0
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,29,106,02.09.2010 09:28:52 ,2458,20.89,20.58,0.31,1.4,1955,0.041,0.301,0.26,1.2,0.795,0.4,0.4,STABLE,0,2.17,0,0.74,364,54,2
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,30,106,02.09.2010 10:08:52 ,1597,20.89,20.68,0.21,1.4,1512,0.04,0.242,0.201,1.3,0.947,0.3,0.4,STABLE,0.28,2.45,0.24,0.98,1416,720,462
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,31,106,02.09.2010 10:48:52 ,1593,20.89,20.68,0.21,1.5,1415,0.04,0.228,0.188,1.3,0.888,0.2,0.4,STABLE,0,2.45,0,0.98,29,7,0
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,32,106,02.09.2010 11:28:52 ,1629,20.89,20.68,0.21,1.5,1429,0.04,0.23,0.19,1.3,0.877,0.3,0.4,STABLE,0,2.45,0,0.98,74,27,0
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,33,106,02.09.2010 12:08:52 ,2920,20.89,20.51,0.38,1.6,2529,0.04,0.376,0.337,1.4,0.866,0.5,0.4,STABLE,0.01,2.46,0.12,1.1,712,216,44
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,34,106,02.09.2010 12:48:52 ,1690,20.89,20.67,0.22,1.6,1391,0.04,0.225,0.185,1.4,0.823,0.3,0.4,STABLE,0,2.46,0.04,1.14,717,197,70
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,35,106,02.09.2010 13:28:52 ,1701,20.89,20.67,0.22,1.6,1402,0.04,0.227,0.187,1.5,0.824,0.3,0.4,STABLE,0,2.46,0.02,1.16,27,14,0
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,36,106,02.09.2010 14:08:52 ,1758,20.89,20.66,0.23,1.7,1457,0.04,0.234,0.194,1.5,0.828,0.3,0.4,STABLE,0,2.46,0,1.16,357,45,1
RHO-2885,23-R,01.09.2010 14:32:37,106,19.09.2019 09:12:57,19.09.2019 09:12:57,31.88,90,30,90,30,EVRYNN=4,STD_0,37,106,02.09.2010 14:48:52 ,1665,20.89,20.68,0.21,1.7,1366,0.04,0.222,0.182,1.5,0.82,0.3,0.4,STABLE,0,2.46,0,1.16,87,22,0
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,1,107,01.09.2010 14:50:52 ,3067,20.89,20.48,0.41,0,2952,0.04,0.441,0.4,0,0.963,0.5,0.4,STABLE,0.17,0.17,0.3,0.3,617,294,97
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,2,107,01.09.2010 15:30:52 ,2950,20.89,20.49,0.4,0.1,2884,0.04,0.431,0.391,0.1,0.977,0.5,0.4,STABLE,0.38,0.55,0.36,0.66,1441,633,187
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,3,107,01.09.2010 16:10:52 ,1912,20.89,20.63,0.26,0.1,1963,0.039,0.305,0.266,0.1,1.026,0.3,0.4,STABLE,0.07,0.62,0,0.66,275,69,17
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,4,107,01.09.2010 16:50:52 ,2486,20.89,20.55,0.34,0.2,2469,0.039,0.374,0.335,0.2,0.993,0.4,0.4,STABLE,0,0.62,0,0.66,281,49,0
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,5,107,01.09.2010 17:30:52 ,3163,20.89,20.46,0.43,0.2,3144,0.039,0.466,0.426,0.2,0.994,0.5,0.4,STABLE,0.81,1.43,0.68,1.34,1129,507,90
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,6,107,01.09.2010 18:10:52 ,2159,20.89,20.6,0.29,0.3,2085,0.039,0.322,0.283,0.3,0.966,0.4,0.4,STABLE,0.04,1.47,0.28,1.62,445,187,26
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,7,107,01.09.2010 18:50:52 ,2781,20.89,20.51,0.38,0.3,2801,0.039,0.419,0.38,0.3,1.007,0.5,0.4,STABLE,0.12,1.59,0.22,1.84,533,152,0
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,8,107,01.09.2010 19:30:52 ,3428,20.89,20.42,0.47,0.4,3448,0.04,0.507,0.468,0.4,1.006,0.6,0.4,STABLE,0.3,1.89,0.32,2.16,1439,505,56
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,9,107,01.09.2010 20:10:52 ,3397,20.89,20.43,0.46,0.5,3411,0.04,0.502,0.463,0.5,1.004,0.6,0.4,DYNAMIC,0.49,2.38,0.46,2.62,1458,636,26
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,10,107,01.09.2010 20:50:52 ,3515,20.89,20.41,0.48,0.6,3466,0.04,0.51,0.47,0.6,0.986,0.6,0.4,STABLE,0.93,3.31,0.74,3.36,1253,458,19
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,11,107,01.09.2010 21:30:52 ,2920,20.89,20.49,0.4,0.6,2930,0.04,0.438,0.397,0.6,1.003,0.5,0.4,STABLE,0.2,3.51,0.44,3.8,1080,399,65
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,12,107,01.09.2010 22:10:52 ,2744,20.89,20.51,0.37,0.7,2835,0.04,0.425,0.384,0.7,1.033,0.5,0.4,STABLE,0.21,3.72,0,3.8,136,74,1
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,13,107,01.09.2010 22:50:52 ,3416,20.89,20.42,0.47,0.8,3572,0.04,0.525,0.484,0.8,1.046,0.6,0.4,STABLE,0.27,3.99,0.58,4.38,1337,500,144
RHO-2886,24-R,01.09.2010 14:32:37,107,19.09.2019 09:12:57,19.09.2019 09:12:57,32.51,90,30,90,30,EVRYNN=4,STD_0,14,107,01.09.2010 23:30:52 ,3423,20.89,20.42,0.46,0.8,3448,0.04,0.508,0.468,0.8,1.007,0.6,0.4,STABLE,0.31,4.3,0,4.38,1254,419,22
