EarTag,LabID,Experiment Started,Group/Cage,O2 Calibration Date,CO2 Calibration Date,Subject Mass [g],Reference Settle Time [s],Reference Measure Time [s],Cage Settle Time [s],Cage Measure Time [s],Reference Method,Heat Calculation Method,INTERVAL [#],CHAN,DATE.TIME,VO2 [ml/kg/hr],O2IN [%],O2OUT [%],DO2,ACCO2 [l],VCO2 [ml/kg/hr],CO2IN [%],CO2OUT [%],DCO2,ACCCO2 [l],RER,HEAT [kcal/hr],FLOW [lpm],STATUS1,FEED1 [g],FEED1.ACC [g],DRINK1 [ml],DRINK1.ACC [ml],XTOT [counts],XAMB [counts],ZTOT [counts]
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,1,101,01.09.2010 14:36:52 ,2763,20.89,20.58,0.31,0,2175,0.041,0.296,0.256,0,0.787,0.4,0.4,STABLE,0,0,0,0,0,0,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,2,101,01.09.2010 15:16:52 ,2277,20.89,20.63,0.26,0,1792,0.04,0.25,0.211,0,0.787,0.3,0.4,STABLE,0.13,0.13,0,0,42,16,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,3,101,01.09.2010 15:56:52 ,2286,20.89,20.63,0.26,0.1,1770,0.039,0.247,0.208,0.1,0.774,0.3,0.4,STABLE,0,0.13,0,0,15,3,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,4,101,01.09.2010 16:36:52 ,2177,20.89,20.64,0.24,0.1,1713,0.039,0.24,0.201,0.1,0.787,0.3,0.4,STABLE,0,0.13,0,0,44,9,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,5,101,01.09.2010 17:16:52 ,2185,20.89,20.64,0.24,0.2,1691,0.039,0.238,0.199,0.1,0.774,0.3,0.4,STABLE,0.01,0.14,0,0,653,125,25
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,6,101,01.09.2010 17:56:52 ,2033,20.89,20.66,0.23,0.2,1669,0.039,0.235,0.196,0.2,0.821,0.3,0.4,STABLE,0,0.14,0,0,59,15,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,7,101,01.09.2010 18:36:52 ,2207,20.89,20.64,0.25,0.3,1741,0.039,0.243,0.204,0.2,0.789,0.3,0.4,STABLE,0,0.14,0,0,222,61,7
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,8,101,01.09.2010 19:16:52 ,4367,20.89,20.4,0.49,0.3,3485,0.039,0.449,0.41,0.2,0.798,0.6,0.4,STABLE,0.07,0.21,0,0,1206,403,142
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,9,101,01.09.2010 19:56:52 ,3793,20.89,20.45,0.44,0.4,3560,0.039,0.457,0.418,0.3,0.938,0.5,0.4,STABLE,0.22,0.43,0,0,2986,1240,554
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,10,101,01.09.2010 20:36:52 ,3901,20.89,20.44,0.45,0.5,3642,0.04,0.467,0.428,0.4,0.934,0.5,0.4,STABLE,0.06,0.49,0.04,0.04,3488,1766,1054
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,11,101,01.09.2010 21:16:52 ,2833,20.89,20.56,0.33,0.5,2614,0.04,0.347,0.307,0.4,0.923,0.4,0.4,STABLE,0.19,0.68,0.12,0.16,2629,1194,504
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,12,101,01.09.2010 21:56:52 ,3714,20.89,20.46,0.43,0.6,3534,0.04,0.455,0.415,0.5,0.952,0.5,0.4,STABLE,0.16,0.84,0.06,0.22,3238,1708,1381
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,13,101,01.09.2010 22:36:52 ,3135,20.89,20.52,0.36,0.7,2959,0.04,0.387,0.347,0.6,0.944,0.4,0.4,STABLE,0.16,1,0.22,0.44,3076,1535,936
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,14,101,01.09.2010 23:16:52 ,3509,20.89,20.48,0.41,0.7,3437,0.04,0.443,0.404,0.6,0.98,0.5,0.4,STABLE,0.23,1.23,0.14,0.58,2682,1267,921
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,15,101,01.09.2010 23:56:52 ,3474,20.89,20.48,0.41,0.8,3378,0.04,0.437,0.397,0.7,0.972,0.5,0.4,STABLE,0.13,1.36,0.24,0.82,3851,2006,1406
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,16,101,02.09.2010 00:36:52 ,3814,20.89,20.44,0.44,0.8,3680,0.04,0.472,0.432,0.7,0.965,0.5,0.4,STABLE,0.3,1.66,0.2,1.02,3319,1612,706
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,17,101,02.09.2010 01:16:52 ,2683,20.89,20.58,0.31,0.9,2471,0.04,0.331,0.29,0.8,0.921,0.4,0.4,STABLE,0.07,1.73,0.18,1.2,1322,472,178
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,18,101,02.09.2010 01:56:52 ,2378,20.89,20.62,0.27,1,2104,0.04,0.288,0.247,0.8,0.885,0.3,0.4,STABLE,0,1.73,0.02,1.22,209,40,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,19,101,02.09.2010 02:36:52 ,3683,20.89,20.46,0.43,1,3518,0.041,0.454,0.413,0.9,0.955,0.5,0.4,STABLE,0.2,1.93,0,1.22,1191,526,266
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,20,101,02.09.2010 03:16:52 ,3094,20.89,20.53,0.36,1.1,2781,0.041,0.367,0.327,1,0.899,0.4,0.4,DYNAMIC,0.02,1.95,0.1,1.32,1327,502,256
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,21,101,02.09.2010 03:56:52 ,2804,20.89,20.56,0.33,1.1,2643,0.041,0.351,0.31,1,0.942,0.4,0.4,STABLE,0.23,2.18,0.24,1.56,2233,975,563
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,22,101,02.09.2010 04:36:52 ,2330,20.89,20.62,0.27,1.2,2070,0.041,0.284,0.243,1.1,0.888,0.3,0.4,STABLE,0,2.18,0,1.56,336,63,5
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,23,101,02.09.2010 05:16:52 ,2157,20.89,20.64,0.25,1.2,1846,0.041,0.258,0.217,1.1,0.856,0.3,0.4,STABLE,-0.02,2.16,0,1.56,71,32,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,24,101,02.09.2010 05:56:52 ,3694,20.89,20.47,0.42,1.3,3255,0.041,0.424,0.382,1.1,0.881,0.5,0.4,STABLE,0.29,2.45,0.04,1.6,1109,352,93
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,25,101,02.09.2010 06:36:52 ,3402,20.89,20.49,0.39,1.3,3216,0.042,0.42,0.378,1.2,0.945,0.5,0.4,STABLE,0.15,2.6,0.44,2.04,3655,1992,1756
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,26,101,02.09.2010 07:16:52 ,2238,20.89,20.63,0.26,1.4,1934,0.042,0.27,0.227,1.3,0.864,0.3,0.4,STABLE,0,2.6,0.02,2.06,556,194,36
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,27,101,02.09.2010 07:56:52 ,2189,20.89,20.64,0.25,1.4,1836,0.043,0.258,0.216,1.3,0.839,0.3,0.4,STABLE,0,2.6,0,2.06,106,37,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,28,101,02.09.2010 08:36:52 ,2207,20.89,20.64,0.25,1.5,1865,0.042,0.261,0.219,1.3,0.845,0.3,0.4,STABLE,0,2.6,0,2.06,194,46,9
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,29,101,02.09.2010 09:16:52 ,2428,20.89,20.61,0.28,1.5,2068,0.041,0.284,0.243,1.4,0.852,0.3,0.4,STABLE,0,2.6,0.02,2.08,336,54,3
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,30,101,02.09.2010 09:56:52 ,3058,20.89,20.53,0.35,1.6,2843,0.041,0.374,0.334,1.4,0.93,0.4,0.4,STABLE,0.19,2.79,0.2,2.28,2290,1111,186
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,31,101,02.09.2010 10:36:52 ,2083,20.89,20.65,0.24,1.6,1784,0.04,0.249,0.21,1.4,0.857,0.3,0.4,STABLE,0,2.79,0.02,2.3,441,58,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,32,101,02.09.2010 11:16:52 ,2150,20.89,20.65,0.24,1.7,1767,0.04,0.247,0.208,1.5,0.822,0.3,0.4,STABLE,0,2.79,0,2.3,74,22,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,33,101,02.09.2010 11:56:52 ,2085,20.89,20.65,0.24,1.7,1776,0.04,0.248,0.209,1.5,0.852,0.3,0.4,STABLE,0,2.79,0,2.3,101,41,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,34,101,02.09.2010 12:36:52 ,2934,20.89,20.56,0.33,1.7,2487,0.04,0.332,0.292,1.6,0.848,0.4,0.4,STABLE,0,2.79,0.02,2.32,390,78,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,35,101,02.09.2010 13:16:52 ,2281,20.89,20.63,0.26,1.8,1778,0.04,0.249,0.209,1.6,0.78,0.3,0.4,STABLE,0.01,2.8,0,2.32,117,40,0
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,36,101,02.09.2010 13:56:52 ,2171,20.89,20.64,0.25,1.8,1878,0.04,0.261,0.221,1.6,0.865,0.3,0.4,STABLE,0.09,2.89,0.18,2.5,1642,600,95
RHO-2865,6-R,01.09.2010 14:32:37,101,19.09.2019 09:12:57,19.09.2019 09:12:57,28.14,90,30,90,30,EVRYNN=4,STD_0,37,101,02.09.2010 14:36:52 ,2167,20.89,20.64,0.24,1.9,1745,0.04,0.245,0.205,1.7,0.805,0.3,0.4,STABLE,0,2.89,0,2.5,58,2,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,1,102,01.09.2010 14:38:52 ,1992,20.89,20.65,0.24,0,1567,0.041,0.237,0.196,0,0.786,0.3,0.4,STABLE,0,0,0,0,22,5,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,2,102,01.09.2010 15:18:52 ,1982,20.89,20.65,0.24,0,1528,0.04,0.231,0.191,0,0.771,0.3,0.4,STABLE,0,0,0,0,135,43,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,3,102,01.09.2010 15:58:52 ,2988,20.89,20.53,0.36,0.1,2371,0.039,0.335,0.296,0.1,0.793,0.4,0.4,DYNAMIC,0,0,0,0,614,102,7
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,4,102,01.09.2010 16:38:52 ,2129,20.89,20.63,0.26,0.1,1877,0.039,0.273,0.234,0.1,0.882,0.3,0.4,STABLE,0.21,0.21,0,0,1787,674,45
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,5,102,01.09.2010 17:18:52 ,1868,20.89,20.66,0.23,0.2,1633,0.039,0.243,0.204,0.1,0.874,0.3,0.4,STABLE,0,0.21,0,0,77,21,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,6,102,01.09.2010 17:58:52 ,2143,20.89,20.63,0.26,0.2,1930,0.039,0.28,0.241,0.2,0.901,0.3,0.4,STABLE,0.08,0.29,0,0,722,184,16
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,7,102,01.09.2010 18:38:52 ,3049,20.89,20.52,0.37,0.3,2675,0.039,0.373,0.334,0.2,0.877,0.4,0.4,STABLE,0.08,0.37,0,0,691,237,4
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,8,102,01.09.2010 19:18:52 ,3176,20.89,20.5,0.39,0.3,2867,0.039,0.397,0.358,0.3,0.903,0.5,0.4,DYNAMIC,0.08,0.45,0.06,0.06,1800,634,63
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,9,102,01.09.2010 19:58:52 ,3264,20.89,20.49,0.4,0.4,2842,0.039,0.394,0.355,0.3,0.871,0.5,0.4,STABLE,0.06,0.51,0.06,0.12,4375,2191,1252
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,10,102,01.09.2010 20:38:52 ,3306,20.89,20.48,0.4,0.5,2993,0.04,0.413,0.374,0.4,0.905,0.5,0.4,STABLE,0.09,0.6,0,0.12,4442,2219,1319
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,11,102,01.09.2010 21:18:52 ,2396,20.89,20.6,0.29,0.5,2128,0.04,0.305,0.266,0.5,0.888,0.4,0.4,STABLE,0.12,0.72,0.14,0.26,3199,1537,766
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,12,102,01.09.2010 21:58:52 ,3295,20.89,20.49,0.4,0.6,2754,0.04,0.384,0.344,0.5,0.836,0.5,0.4,DYNAMIC,0,0.72,0,0.26,1452,604,74
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,13,102,01.09.2010 22:38:52 ,3167,20.89,20.51,0.38,0.6,2481,0.04,0.35,0.31,0.6,0.783,0.5,0.4,DYNAMIC,-0.01,0.71,0,0.26,3571,1876,765
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,14,102,01.09.2010 23:18:52 ,2593,20.89,20.57,0.31,0.7,2249,0.04,0.321,0.281,0.6,0.867,0.4,0.4,STABLE,0.18,0.89,0.12,0.38,2237,1051,598
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,15,102,01.09.2010 23:58:52 ,2096,20.89,20.64,0.25,0.7,1650,0.04,0.246,0.206,0.6,0.787,0.3,0.4,STABLE,0,0.89,0,0.38,101,30,20
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,16,102,02.09.2010 00:38:52 ,1747,20.89,20.68,0.21,0.8,1354,0.04,0.209,0.169,0.7,0.775,0.2,0.4,STABLE,0,0.89,0,0.38,600,198,80
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,17,102,02.09.2010 01:18:52 ,2014,20.89,20.65,0.24,0.8,1571,0.04,0.237,0.196,0.7,0.78,0.3,0.4,STABLE,0,0.89,0,0.38,170,61,9
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,18,102,02.09.2010 01:58:52 ,3471,20.89,20.47,0.41,0.9,2730,0.04,0.382,0.341,0.7,0.787,0.5,0.4,DYNAMIC,0.06,0.95,0,0.38,827,321,34
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,19,102,02.09.2010 02:38:52 ,2340,20.89,20.61,0.28,0.9,2007,0.041,0.291,0.251,0.8,0.858,0.3,0.4,STABLE,0.24,1.19,0.3,0.68,2159,955,305
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,20,102,02.09.2010 03:18:52 ,1561,20.89,20.7,0.19,1,1362,0.041,0.211,0.17,0.8,0.872,0.2,0.4,STABLE,0,1.19,0,0.68,612,177,61
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,21,102,02.09.2010 03:58:52 ,2037,20.89,20.64,0.24,1,1627,0.041,0.244,0.203,0.9,0.799,0.3,0.4,STABLE,0,1.19,0,0.68,20,4,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,22,102,02.09.2010 04:38:52 ,2554,20.89,20.58,0.31,1.1,2110,0.041,0.305,0.264,0.9,0.826,0.4,0.4,STABLE,0,1.19,0,0.68,220,35,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,23,102,02.09.2010 05:18:52 ,1924,20.89,20.65,0.23,1.1,1719,0.041,0.256,0.215,0.9,0.893,0.3,0.4,STABLE,0.17,1.36,0.32,1,1686,706,128
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,24,102,02.09.2010 05:58:52 ,2366,20.89,20.6,0.29,1.1,2008,0.041,0.292,0.251,1,0.849,0.3,0.4,STABLE,0.15,1.51,0,1,705,199,44
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,25,102,02.09.2010 06:38:52 ,2881,20.89,20.54,0.35,1.2,2460,0.042,0.349,0.307,1,0.854,0.4,0.4,STABLE,0.08,1.59,0.18,1.18,2832,1455,650
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,26,102,02.09.2010 07:18:52 ,1532,20.89,20.7,0.18,1.2,1247,0.042,0.198,0.156,1,0.814,0.2,0.4,STABLE,0.01,1.6,0.06,1.24,1622,651,90
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,27,102,02.09.2010 07:58:52 ,1933,20.89,20.66,0.23,1.3,1450,0.043,0.224,0.181,1.1,0.75,0.3,0.4,STABLE,0,1.6,0,1.24,42,7,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,28,102,02.09.2010 08:38:52 ,1904,20.89,20.66,0.23,1.3,1514,0.042,0.231,0.189,1.1,0.795,0.3,0.4,STABLE,0,1.6,0,1.24,85,20,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,29,102,02.09.2010 09:18:52 ,2082,20.89,20.64,0.25,1.4,1627,0.041,0.244,0.203,1.1,0.782,0.3,0.4,STABLE,0,1.6,0,1.24,80,24,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,30,102,02.09.2010 09:58:52 ,1626,20.89,20.7,0.19,1.4,1227,0.041,0.194,0.153,1.2,0.755,0.2,0.4,STABLE,0,1.6,0,1.24,620,269,43
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,31,102,02.09.2010 10:38:52 ,1767,20.89,20.68,0.21,1.4,1351,0.04,0.209,0.169,1.2,0.765,0.3,0.4,STABLE,0,1.6,0.04,1.28,92,11,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,32,102,02.09.2010 11:18:52 ,2567,20.89,20.58,0.31,1.5,2033,0.04,0.294,0.254,1.2,0.792,0.4,0.4,DYNAMIC,0.02,1.62,0,1.28,1067,444,179
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,33,102,02.09.2010 11:58:52 ,2049,20.89,20.64,0.24,1.5,1586,0.04,0.238,0.198,1.3,0.774,0.3,0.4,STABLE,0,1.62,0,1.28,284,61,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,34,102,02.09.2010 12:38:52 ,1715,20.89,20.68,0.21,1.5,1392,0.04,0.214,0.174,1.3,0.812,0.2,0.4,STABLE,0,1.62,0,1.28,266,82,12
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,35,102,02.09.2010 13:18:52 ,1931,20.89,20.66,0.23,1.6,1498,0.04,0.227,0.187,1.3,0.776,0.3,0.4,STABLE,0,1.62,0,1.28,50,9,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,36,102,02.09.2010 13:58:52 ,1829,20.89,20.67,0.22,1.6,1405,0.04,0.216,0.176,1.3,0.768,0.3,0.4,STABLE,0,1.62,0.06,1.34,106,26,0
RHO-2866,7-L,01.09.2010 14:32:37,102,19.09.2019 09:12:57,19.09.2019 09:12:57,29.92,90,30,90,30,EVRYNN=4,STD_0,37,102,02.09.2010 14:38:52 ,3174,20.89,20.51,0.38,1.7,2548,0.04,0.358,0.318,1.4,0.803,0.5,0.4,STABLE,0.05,1.67,0,1.34,817,298,1
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,1,103,01.09.2010 14:40:52 ,2165,20.89,20.63,0.26,0,1818,0.041,0.264,0.223,0,0.84,0.3,0.4,STABLE,0,0,0,0,30,3,0
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,2,103,01.09.2010 15:20:52 ,2074,20.89,20.64,0.25,0,1719,0.04,0.251,0.211,0,0.829,0.3,0.4,STABLE,0,0,0,0,130,10,0
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,3,103,01.09.2010 16:00:52 ,2769,20.89,20.56,0.33,0.1,2374,0.039,0.33,0.291,0.1,0.857,0.4,0.4,STABLE,0.01,0.01,0,0,193,44,0
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,4,103,01.09.2010 16:40:52 ,2073,20.89,20.64,0.25,0.1,1747,0.039,0.253,0.214,0.1,0.843,0.3,0.4,STABLE,0.05,0.06,0,0,532,52,6
RHO-2867,8-RL,01.09.2010 14:32:37,103,19.09.2019 09:12:57,19.09.2019 09:12:57,29.38,90,30,90,30,EVRYNN=4,STD_0,5,103,01.09.2010 17:20:52 ,2172,20.89,20.63,0.26,0.2,1879,0.039,0.269,0.23,0.2,0.865,0.3,0.4,STABLE,0.07,0.13,0,0,933,228,17
